trapscap1
parameters 71
# exponents ... coefficient
	  1   0   0   1   1   0    5.01588e-01 
	  0   1   0   1   1   0    -7.63662e-02 
	  0   0   0   1   1   1    -9.43995e-02 
	  1   0   0   0   1   1    -3.84056e-01 
	  0   0   2   0   1   0    -2.29134e-01 
	  0   1   0   0   0   1    -3.09441e-02 
	  0   2   1   0   0   0    -5.84403e-02 
	  2   0   0   0   2   0    -5.14239e-01 
	  1   0   0   1   2   0    -3.76801e-01 
	  0   0   0   0   2   0    1.19371e-01 
	  0   0   0   2   0   0    4.22267e-02 
	  1   0   1   0   0   0    -1.08595e-01 
	  1   1   0   0   2   0    4.92514e-01 
	  0   1   0   0   0   3    2.14943e-01 
	  0   1   1   0   0   2    3.11672e-01 
	  1   0   0   2   1   0    -3.56488e-01 
	  0   0   0   1   0   0    4.24817e-02 
	  0   0   0   2   1   1    -1.71709e-01 
	  2   1   0   1   0   0    6.03755e-02 
	  1   0   0   1   1   1    -2.93540e-01 
	  0   2   0   0   0   0    -4.50952e-02 
	  1   3   0   0   0   0    -4.14454e-01 
	  0   0   0   0   1   2    -1.25019e-01 
	  2   1   0   0   1   0    -2.47032e-01 
	  2   0   0   1   1   0    -3.67568e-01 
	  0   0   0   3   1   0    -7.64936e-02 
	  0   0   1   0   0   1    2.05496e-02 
	  0   0   0   1   0   2    -4.87313e-02 
	  0   1   1   0   1   0    7.47941e-02 
	  0   2   0   1   0   0    5.70497e-02 
	  3   0   0   0   1   0    -8.16075e-02 
	  0   0   0   2   2   0    5.18280e-02 
trapscap4
parameters 50
# exponents ... coefficient
	  0   0   0   0   1   0    1.43981e-03 
	  0   1   0   0   1   0    6.01983e-02 
	  0   0   0   1   1   0    -5.49198e-02 
	  0   0   1   0   0   0    -4.02157e-02 
	  1   0   0   0   0   0    4.56243e-02 
	  0   0   0   0   0   1    5.47967e-02 
	  0   0   0   0   0   0    1.44832e-01 
	  0   1   0   0   0   0    1.85743e-01 
	  0   0   0   1   0   1    1.79040e-01 
	  1   0   1   1   0   0    2.19607e-02 
	  1   1   0   0   2   0    5.19304e-01 
	  0   0   0   0   0   2    1.42008e-01 
	  0   0   2   0   2   0    2.41177e-01 
	  0   0   1   0   3   0    -1.11252e-02 
	  0   0   1   1   0   0    3.33327e-02 
	  1   0   0   0   0   1    1.32900e-01 
	  0   0   0   0   3   1    -1.40812e-01 
	  2   0   0   0   0   0    1.16428e-01 
	  1   0   0   1   1   0    3.44492e-01 
	  0   1   0   1   2   0    -8.35857e-02 
	  0   0   2   0   1   0    -2.31716e-01 
	  1   0   1   0   0   0    -1.81660e-01 
	  1   1   0   0   1   0    -5.33523e-01 
	  1   0   0   1   2   0    -3.24116e-01 
	  0   0   0   0   2   0    1.76903e-01 
	  0   1   0   0   0   1    -3.87131e-02 
	  0   0   0   1   1   2    -2.50464e-01 
	  1   0   0   1   0   1    -3.11976e-01 
	  0   0   0   2   0   0    6.13955e-02 
	  2   0   0   0   1   1    -3.77603e-01 
	  1   0   0   0   1   2    -3.19004e-01 
	  0   0   0   1   0   0    4.72127e-02 
	  0   1   1   0   1   0    1.39912e-01 
	  1   0   0   0   3   0    -9.57260e-02 
